District,District Name,School,School Name,Subgroup,Valid Tests,Participation Rate,Average English Score,Average Math Score,Average Reading Score,Average Science Score,Average Composite Score,Number Scoring 21 or Higher,Percent Scoring 21 or Higher,Number Scoring Below 19,Percent Scoring Below 19
792,Shelby County,2598,Raleigh-Egypt High,English Learners,5,*,*,*,*,*,*,*,*,*,*
792,Shelby County,2598,Raleigh-Egypt High,Students with Disabilities,10,100,12,14.7,16.2,16.8,15.1,**,**,**,**
792,Shelby County,2615,Ridgeway High,All Students,252,98,15.3,16.3,16.9,16.7,16.4,32,12.7,197,78.2
792,Shelby County,2615,Ridgeway High,Black/Hispanic/Native American,249,98,15.3,16.2,16.8,16.7,16.4,31,12.4,196,78.7
792,Shelby County,2615,Ridgeway High,Economically Disadvantaged,147,98,14.6,15.9,16.1,16.1,15.8,11,7.5,131,89.1
792,Shelby County,2615,Ridgeway High,English Learners,7,*,*,*,*,*,*,*,*,*,*
792,Shelby County,2615,Ridgeway High,Students with Disabilities,25,96,12.4,15,14.4,15.1,14.4,**,**,**,**
792,Shelby County,2660,Sheffield High,All Students,91,97,12.6,15.2,14,14.7,14.2,**,**,**,**
792,Shelby County,2660,Sheffield High,Black/Hispanic/Native American,90,97,12.6,15.1,14,14.7,14.2,**,**,**,**
792,Shelby County,2660,Sheffield High,Economically Disadvantaged,59,95,12.3,15.1,14.1,14.2,14.1,**,**,**,**
792,Shelby County,2660,Sheffield High,English Learners,24,96,11,15,12.2,14.1,13.2,**,**,**,**
792,Shelby County,2660,Sheffield High,Students with Disabilities,9,*,*,*,*,*,*,*,*,*,*
792,Shelby County,2725,Trezevant High,All Students,117,98,12.9,14.8,14.5,15.4,14.6,**,**,**,**
792,Shelby County,2725,Trezevant High,Black/Hispanic/Native American,117,98,12.9,14.8,14.5,15.4,14.6,**,**,**,**
792,Shelby County,2725,Trezevant High,Economically Disadvantaged,103,97,12.7,14.7,14.3,15.5,14.5,**,**,**,**
792,Shelby County,2725,Trezevant High,Students with Disabilities,17,89,11.1,14.5,12.7,14.5,13.4,**,**,**,**
792,Shelby County,2770,Westwood High,All Students,73,100,12.8,15.1,14.3,15.4,14.5,**,**,**,**
792,Shelby County,2770,Westwood High,Black/Hispanic/Native American,73,100,12.8,15.1,14.3,15.4,14.5,**,**,**,**
792,Shelby County,2770,Westwood High,Economically Disadvantaged,67,100,12.7,15.1,14.2,15.4,14.5,**,**,**,**
792,Shelby County,2770,Westwood High,Students with Disabilities,22,100,11.4,14.5,12.6,14.5,13.4,**,**,**,**
792,Shelby County,2780,White Station High,All Students,458,98,23.3,22.4,23.9,22.5,23.2,289,63.1,136,29.7
792,Shelby County,2780,White Station High,Black/Hispanic/Native American,261,98,20.3,19.9,21.1,20.2,20.5,123,47.1,114,43.7
792,Shelby County,2780,White Station High,Economically Disadvantaged,121,98,18.2,18.9,19.4,19.2,19.1,37,30.6,73,60.3
792,Shelby County,2780,White Station High,English Learners,16,89,15.1,16.5,14.8,15.9,15.6,1,6.3,14,87.5
792,Shelby County,2780,White Station High,Students with Disabilities,35,100,16.6,18.5,18.6,19.2,18.3,11,31.4,21,60
792,Shelby County,2790,Whitehaven High,All Students,363,99,16.9,16.8,17.8,17.4,17.4,64,17.6,241,66.4
792,Shelby County,2790,Whitehaven High,Black/Hispanic/Native American,362,99,16.9,16.8,17.8,17.4,17.4,63,17.4,241,66.6
792,Shelby County,2790,Whitehaven High,Economically Disadvantaged,218,99,16.2,16.4,17.1,16.8,16.7,27,12.4,157,72
792,Shelby County,2790,Whitehaven High,English Learners,6,*,*,*,*,*,*,*,*,*,*
792,Shelby County,2790,Whitehaven High,Students with Disabilities,37,95,12.2,14.9,14.1,14.5,14,**,**,**,**
792,Shelby County,2815,Wooddale High,All Students,135,87,14.2,15.7,15.3,15.6,15.3,12,8.9,114,84.4
792,Shelby County,2815,Wooddale High,Black/Hispanic/Native American,128,86,14,15.5,15.1,15.3,15.1,9,7,111,86.7
792,Shelby County,2815,Wooddale High,Economically Disadvantaged,104,84,13.8,15.6,15.1,15.4,15.1,8,7.7,89,85.6
792,Shelby County,2815,Wooddale High,English Learners,14,100,13.1,16.3,14.2,15.9,15.1,1,7.1,12,85.7
792,Shelby County,2815,Wooddale High,Students with Disabilities,27,84,11.5,14.7,13.3,13.9,13.5,**,**,**,**
792,Shelby County,2824,Northwest Prep Academy,All Students,66,88,12.8,14.9,13.7,14.2,14,**,**,**,**
792,Shelby County,2824,Northwest Prep Academy,Black/Hispanic/Native American,66,88,12.8,14.9,13.7,14.2,14,**,**,**,**
792,Shelby County,2824,Northwest Prep Academy,Economically Disadvantaged,55,89,12.9,15,14,14.4,14.2,**,**,**,**
792,Shelby County,2824,Northwest Prep Academy,English Learners,1,*,*,*,*,*,*,*,*,*,*
792,Shelby County,2824,Northwest Prep Academy,Students with Disabilities,9,*,*,*,*,*,*,*,*,*,*
792,Shelby County,2830,Carver College and Career Academy,All Students,10,77,11.5,14.5,11.8,12.7,12.7,**,**,**,**
792,Shelby County,2830,Carver College and Career Academy,Black/Hispanic/Native American,10,77,11.5,14.5,11.8,12.7,12.7,**,**,**,**
792,Shelby County,2830,Carver College and Career Academy,Economically Disadvantaged,7,*,*,*,*,*,*,*,*,*,*
792,Shelby County,2830,Carver College and Career Academy,Students with Disabilities,2,*,*,*,*,*,*,*,*,*,*
792,Shelby County,2832,Memphis Virtual School,All Students,28,90,15.6,16.7,16.8,17.2,16.8,5,17.9,20,71.4
792,Shelby County,2832,Memphis Virtual School,Black/Hispanic/Native American,22,88,14.5,16.6,15.9,16.3,16,3,13.6,18,81.8
792,Shelby County,2832,Memphis Virtual School,Economically Disadvantaged,15,94,15.1,16.8,15.9,17.1,16.4,3,20,11,73.3
792,Shelby County,2832,Memphis Virtual School,English Learners,2,*,*,*,*,*,*,*,*,*,*
792,Shelby County,2832,Memphis Virtual School,Students with Disabilities,4,*,*,*,*,*,*,*,*,*,*
792,Shelby County,8202,KIPP Memphis Collegiate High School,All Students,94,100,16.4,16.7,16.7,17.4,16.9,12,12.8,72,76.6
792,Shelby County,8202,KIPP Memphis Collegiate High School,Black/Hispanic/Native American,94,100,16.4,16.7,16.7,17.4,16.9,12,12.8,72,76.6
792,Shelby County,8202,KIPP Memphis Collegiate High School,Economically Disadvantaged,66,100,16.7,17,16.7,17.6,17.1,10,15.2,50,75.8
792,Shelby County,8202,KIPP Memphis Collegiate High School,English Learners,2,*,*,*,*,*,*,*,*,*,*
792,Shelby County,8202,KIPP Memphis Collegiate High School,Students with Disabilities,15,100,12.9,14.6,13.7,15.3,14.3,**,**,**,**
792,Shelby County,8204,City University School Of Liberal Arts,All Students,57,100,16.1,16.8,17.3,17.6,17.1,8,14,42,73.7
792,Shelby County,8204,City University School Of Liberal Arts,Black/Hispanic/Native American,57,100,16.1,16.8,17.3,17.6,17.1,8,14,42,73.7
792,Shelby County,8204,City University School Of Liberal Arts,Economically Disadvantaged,31,100,15.8,16.9,16.8,17.4,16.7,3,9.7,25,80.6
792,Shelby County,8204,City University School Of Liberal Arts,Students with Disabilities,5,*,*,*,*,*,*,*,*,*,*
792,Shelby County,8205,Memphis Academy Of Science  Engineering Middle/High,All Students,89,99,16.9,16.9,17.2,17.5,17.3,14,15.7,66,74.2
792,Shelby County,8205,Memphis Academy Of Science  Engineering Middle/High,Black/Hispanic/Native American,87,99,16.8,16.8,17.1,17.5,17.2,13,14.9,65,74.7
792,Shelby County,8205,Memphis Academy Of Science  Engineering Middle/High,Economically Disadvantaged,64,100,16.1,16.7,16.5,17,16.7,7,10.9,51,79.7
792,Shelby County,8205,Memphis Academy Of Science  Engineering Middle/High,English Learners,1,*,*,*,*,*,*,*,*,*,*
792,Shelby County,8205,Memphis Academy Of Science  Engineering Middle/High,Students with Disabilities,8,*,*,*,*,*,*,*,*,*,*
792,Shelby County,8206,Power Center Academy High School,All Students,133,99,15.4,16.6,16.9,16.8,16.6,18,13.5,99,74.4
792,Shelby County,8206,Power Center Academy High School,Black/Hispanic/Native American,133,99,15.4,16.6,16.9,16.8,16.6,18,13.5,99,74.4
792,Shelby County,8206,Power Center Academy High School,Economically Disadvantaged,70,99,14.5,16.3,16.6,16.2,16.1,6,8.6,58,82.9
792,Shelby County,8206,Power Center Academy High School,English Learners,7,*,*,*,*,*,*,*,*,*,*
792,Shelby County,8206,Power Center Academy High School,Students with Disabilities,16,100,10.4,15,12.8,13.6,13,**,**,**,**
792,Shelby County,8213,Memphis Academy of Health Sciences High School,All Students,84,100,16,15.7,16.4,17.4,16.6,8,9.5,70,83.3
792,Shelby County,8213,Memphis Academy of Health Sciences High School,Black/Hispanic/Native American,84,100,16,15.7,16.4,17.4,16.6,8,9.5,70,83.3
792,Shelby County,8213,Memphis Academy of Health Sciences High School,Economically Disadvantaged,52,100,15.1,15.2,16,16.8,16,**,**,**,**
792,Shelby County,8213,Memphis Academy of Health Sciences High School,Students with Disabilities,14,100,13.2,14.4,13.9,15.9,14.6,**,**,**,**
792,Shelby County,8217,Memphis Business Academy High School,All Students,99,100,17.5,16.8,17.6,17.9,17.6,18,18.2,67,67.7
792,Shelby County,8217,Memphis Business Academy High School,Black/Hispanic/Native American,98,100,17.5,16.8,17.6,17.9,17.6,17,17.3,67,68.4
792,Shelby County,8217,Memphis Business Academy High School,Economically Disadvantaged,62,100,17,16.7,17.3,17.9,17.3,12,19.4,44,71
792,Shelby County,8217,Memphis Business Academy High School,English Learners,9,*,*,*,*,*,*,*,*,*,*
792,Shelby County,8217,Memphis Business Academy High School,Students with Disabilities,7,*,*,*,*,*,*,*,*,*,*
792,Shelby County,8232,Soulsville Charter School,All Students,89,100,18,17.1,17.5,17.5,17.7,19,21.3,56,62.9
792,Shelby County,8232,Soulsville Charter School,Black/Hispanic/Native American,89,100,18,17.1,17.5,17.5,17.7,19,21.3,56,62.9
792,Shelby County,8232,Soulsville Charter School,Economically Disadvantaged,55,100,17.3,16.9,17.1,17.2,17.3,10,18.2,37,67.3
792,Shelby County,8232,Soulsville Charter School,Students with Disabilities,13,100,15.9,16.9,15.5,15.2,16,1,7.7,12,92.3
792,Shelby County,8234,Freedom Preparatory Academy,All Students,84,100,17.4,17.5,18.1,18.2,18,20,23.8,51,60.7
792,Shelby County,8234,Freedom Preparatory Academy,Black/Hispanic/Native American,84,100,17.4,17.5,18.1,18.2,18,20,23.8,51,60.7
792,Shelby County,8234,Freedom Preparatory Academy,Economically Disadvantaged,55,100,16.8,17.3,17.8,17.9,17.6,11,20,36,65.5
792,Shelby County,8234,Freedom Preparatory Academy,English Learners,1,*,*,*,*,*,*,*,*,*,*
792,Shelby County,8234,Freedom Preparatory Academy,Students with Disabilities,12,100,14.7,15.2,17.2,15.7,15.8,1,8.3,11,91.7
792,Shelby County,8252,Memphis School of Excellence,All Students,42,100,17.7,17.7,19.3,18,18.3,12,28.6,20,47.6
792,Shelby County,8252,Memphis School of Excellence,Black/Hispanic/Native American,42,100,17.7,17.7,19.3,18,18.3,12,28.6,20,47.6
792,Shelby County,8252,Memphis School of Excellence,Economically Disadvantaged,19,100,17.8,17.8,19.6,17.5,18.3,5,26.3,10,52.6
792,Shelby County,8252,Memphis School of Excellence,English Learners,1,*,*,*,*,*,*,*,*,*,*
792,Shelby County,8252,Memphis School of Excellence,Students with Disabilities,2,*,*,*,*,*,*,*,*,*,*
792,Shelby County,8365,Compass Community School Midtown Campus,All Students,34,97,16.9,16.7,18.4,17.9,17.7,7,20.6,23,67.6
792,Shelby County,8365,Compass Community School Midtown Campus,Black/Hispanic/Native American,32,97,16.8,16.6,18.3,18.1,17.7,7,21.9,22,68.8
792,Shelby County,8365,Compass Community School Midtown Campus,Economically Disadvantaged,15,100,16.5,16.5,18.5,17.7,17.5,1,6.7,11,73.3
792,Shelby County,8365,Compass Community School Midtown Campus,English Learners,10,100,14.4,15.2,16.3,16.4,15.8,**,**,**,**
793,Arlington,1,Arlington High,All Students,462,98,23.1,21.4,24.3,22.6,23,312,67.5,92,19.9
793,Arlington,1,Arlington High,Black/Hispanic/Native American,112,97,20.5,19.8,22.1,20.6,20.9,52,46.4,40,35.7
793,Arlington,1,Arlington High,Economically Disadvantaged,37,100,18.1,18.8,20,18.7,19,12,32.4,17,45.9
793,Arlington,1,Arlington High,English Learners,6,*,*,*,*,*,*,*,*,*,*
793,Arlington,1,Arlington High,Students with Disabilities,33,100,16.3,17.2,19.2,17.8,17.7,9,27.3,20,60.6
794,Bartlett,25,Bartlett High School,All Students,629,98,21.8,20.2,22.4,21.2,21.6,330,52.5,201,32
794,Bartlett,25,Bartlett High School,Black/Hispanic/Native American,220,97,19.5,18.6,20.2,19.1,19.5,75,34.1,106,48.2
794,Bartlett,25,Bartlett High School,Economically Disadvantaged,92,97,19.5,18.4,20.5,19.3,19.6,31,33.7,42,45.7
794,Bartlett,25,Bartlett High School,English Learners,10,100,18.1,17,16.3,17.3,17.4,2,20,7,70
794,Bartlett,25,Bartlett High School,Students with Disabilities,40,95,15.8,15.8,16.6,16.4,16.3,5,12.5,31,77.5
795,Collierville,60,Collierville High School,All Students,616,99,25.1,23.5,25.2,23.7,24.6,451,73.2,116,18.8
795,Collierville,60,Collierville High School,Black/Hispanic/Native American,148,98,19.9,19.7,20.4,19.7,20.1,61,41.2,68,45.9
795,Collierville,60,Collierville High School,Economically Disadvantaged,45,98,16,17,17.2,16.9,16.9,6,13.3,33,73.3
795,Collierville,60,Collierville High School,English Learners,11,100,21.3,22.1,20,22.4,21.5,5,45.5,6,54.5
795,Collierville,60,Collierville High School,Students with Disabilities,67,100,17.4,17.2,19,18.2,18.1,21,31.3,41,61.2
796,Germantown,111,Houston High School,All Students,433,98,26.3,24,26.7,24.7,25.6,358,82.7,43,9.9
796,Germantown,111,Houston High School,Black/Hispanic/Native American,88,98,22.4,21.3,22.9,21.8,22.3,50,56.8,22,25
796,Germantown,111,Houston High School,Economically Disadvantaged,39,91,22.2,21.6,23.4,22.7,22.6,24,61.5,10,25.6
796,Germantown,111,Houston High School,English Learners,4,*,*,*,*,*,*,*,*,*,*
796,Germantown,111,Houston High School,Students with Disabilities,35,90,19.8,18.2,20.3,19.7,19.7,14,40,17,48.6
798,Millington Municipal Schools,130,Millington Central High School,All Students,177,99,18.2,17.9,19.5,19.1,18.8,53,29.9,94,53.1
798,Millington Municipal Schools,130,Millington Central High School,Black/Hispanic/Native American,96,100,16.8,17.3,18.2,18.2,17.7,22,22.9,59,61.5
798,Millington Municipal Schools,130,Millington Central High School,Economically Disadvantaged,74,100,16.5,17,17.6,17.7,17.3,12,16.2,51,68.9
798,Millington Municipal Schools,130,Millington Central High School,English Learners,5,*,*,*,*,*,*,*,*,*,*
798,Millington Municipal Schools,130,Millington Central High School,Students with Disabilities,19,100,12.2,15.2,14.1,15.1,14.2,**,**,**,**
800,Smith County,25,Gordonsville High School,All Students,73,99,20,19.5,21.7,20.6,20.6,38,52.1,25,34.2
800,Smith County,25,Gordonsville High School,Black/Hispanic/Native American,2,*,*,*,*,*,*,*,*,*,*
800,Smith County,25,Gordonsville High School,Economically Disadvantaged,21,100,20.4,18.3,22,20.2,20.4,12,57.1,9,42.9
800,Smith County,25,Gordonsville High School,Students with Disabilities,4,*,*,*,*,*,*,*,*,*,*
800,Smith County,45,Smith County High School,All Students,112,100,17.9,18.2,19.6,18.8,18.7,36,32.1,66,58.9
800,Smith County,45,Smith County High School,Black/Hispanic/Native American,11,100,15.1,16.4,16,17.6,16.5,1,9.1,9,81.8
800,Smith County,45,Smith County High School,Economically Disadvantaged,44,100,15.9,17,17.5,17.6,17.2,10,22.7,34,77.3
800,Smith County,45,Smith County High School,English Learners,2,*,*,*,*,*,*,*,*,*,*
800,Smith County,45,Smith County High School,Students with Disabilities,19,100,11.9,14.3,13.5,14.5,13.7,**,**,**,**
810,Stewart County,25,Stewart Co High School,All Students,164,94,18.4,19.4,21.2,20.2,20,66,40.2,75,45.7
810,Stewart County,25,Stewart Co High School,Black/Hispanic/Native American,14,100,18,18.4,21.6,18.7,19.4,5,35.7,7,50
810,Stewart County,25,Stewart Co High School,Economically Disadvantaged,41,89,16,17.6,18.4,18.4,17.9,8,19.5,27,65.9
810,Stewart County,25,Stewart Co High School,Students with Disabilities,19,90,12.3,14.9,15.7,14.8,14.6,2,10.5,17,89.5
820,Sullivan County,60,Sullivan Central High School,All Students,199,98,18.4,18.1,19.7,19.4,19,68,34.2,98,49.2
820,Sullivan County,60,Sullivan Central High School,Black/Hispanic/Native American,5,*,*,*,*,*,*,*,*,*,*
820,Sullivan County,60,Sullivan Central High School,Economically Disadvantaged,72,94,16.2,16.6,17.4,17.4,17,16,22.2,45,62.5
820,Sullivan County,60,Sullivan Central High School,English Learners,1,*,*,*,*,*,*,*,*,*,*
820,Sullivan County,60,Sullivan Central High School,Students with Disabilities,25,96,10.8,14.5,12.7,13.2,12.9,**,**,**,**
820,Sullivan County,80,Sullivan East High School,All Students,176,99,18.4,19.1,20.7,20.2,19.8,74,42,82,46.6
820,Sullivan County,80,Sullivan East High School,Black/Hispanic/Native American,6,*,*,*,*,*,*,*,*,*,*
820,Sullivan County,80,Sullivan East High School,Economically Disadvantaged,69,97,16.8,17.8,19.9,19,18.6,22,31.9,39,56.5
820,Sullivan County,80,Sullivan East High School,Students with Disabilities,22,100,12,15.8,15,16,15,**,**,**,**
820,Sullivan County,182,Sullivan North High School,All Students,94,97,16.7,18,18.3,17.8,17.9,27,28.7,59,62.8
820,Sullivan County,182,Sullivan North High School,Black/Hispanic/Native American,3,*,*,*,*,*,*,*,*,*,*
820,Sullivan County,182,Sullivan North High School,Economically Disadvantaged,54,96,16.1,17.7,17.7,17,17.3,13,24.1,37,68.5
820,Sullivan County,182,Sullivan North High School,English Learners,1,*,*,*,*,*,*,*,*,*,*
820,Sullivan County,182,Sullivan North High School,Students with Disabilities,19,90,12.7,15.2,13.7,13,13.8,**,**,**,**
820,Sullivan County,183,Sullivan South High School,All Students,197,98,20,20.1,20.8,20.4,20.5,87,44.2,74,37.6
820,Sullivan County,183,Sullivan South High School,Black/Hispanic/Native American,8,*,*,*,*,*,*,*,*,*,*
820,Sullivan County,183,Sullivan South High School,Economically Disadvantaged,50,94,17.3,17.9,19.3,18.7,18.5,12,24,25,50
820,Sullivan County,183,Sullivan South High School,Students with Disabilities,24,96,12.1,15,14.5,14.9,14.3,**,**,**,**
821,Bristol,45,Tennessee High School,All Students,250,97,20.8,20.5,21.2,21,21,124,49.6,98,39.2
821,Bristol,45,Tennessee High School,Black/Hispanic/Native American,27,96,18.6,19.6,19.7,20.2,19.6,13,48.1,11,40.7
821,Bristol,45,Tennessee High School,Economically Disadvantaged,102,97,18.8,19.3,19.4,19.7,19.4,40,39.2,51,50
821,Bristol,45,Tennessee High School,English Learners,2,*,*,*,*,*,*,*,*,*,*
821,Bristol,45,Tennessee High School,Students with Disabilities,28,97,12.8,15.8,13.4,15.8,14.6,**,**,**,**
821,Bristol,50,Tennessee Online Public School,All Students,70,95,22,20.6,23.1,21.5,22,43,61.4,19,27.1
821,Bristol,50,Tennessee Online Public School,Black/Hispanic/Native American,5,*,*,*,*,*,*,*,*,*,*
821,Bristol,50,Tennessee Online Public School,Economically Disadvantaged,13,87,21.8,19.5,23.1,22.6,22,9,69.2,3,23.1
821,Bristol,50,Tennessee Online Public School,Students with Disabilities,3,*,*,*,*,*,*,*,*,*,*
822,Kingsport,10,Dobyns - Bennett High School,All Students,518,98,21.4,21.8,22.6,21.8,22,288,55.6,184,35.5
822,Kingsport,10,Dobyns - Bennett High School,Black/Hispanic/Native American,89,97,17.8,18.4,19,19.2,18.8,32,36,48,53.9
822,Kingsport,10,Dobyns - Bennett High School,Economically Disadvantaged,176,95,17.6,18.4,19.1,18.6,18.6,60,34.1,104,59.1
822,Kingsport,10,Dobyns - Bennett High School,English Learners,2,*,*,*,*,*,*,*,*,*,*
822,Kingsport,10,Dobyns - Bennett High School,Students with Disabilities,80,99,14.5,15.9,15.4,16.2,15.7,5,6.3,68,85
830,Sumner County,7,Beech Sr High School,All Students,278,99,20.2,19.5,21.5,20.8,20.6,125,45,104,37.4
830,Sumner County,7,Beech Sr High School,Black/Hispanic/Native American,64,98,18.3,18,19.2,19,18.8,21,32.8,33,51.6
830,Sumner County,7,Beech Sr High School,Economically Disadvantaged,52,100,16.1,16.7,17.6,17.5,17.1,8,15.4,36,69.2
830,Sumner County,7,Beech Sr High School,English Learners,6,*,*,*,*,*,*,*,*,*,*
830,Sumner County,7,Beech Sr High School,Students with Disabilities,33,100,15.6,16.6,16.9,17.3,16.7,7,21.2,24,72.7
830,Sumner County,25,Gallatin Senior High School,All Students,351,99,18.8,18.8,19.7,19.5,19.4,124,35.3,173,49.3
830,Sumner County,25,Gallatin Senior High School,Black/Hispanic/Native American,149,97,15.8,17.2,17.2,17.7,17.2,22,14.8,105,70.5
830,Sumner County,25,Gallatin Senior High School,Economically Disadvantaged,141,98,17.1,17.7,18.6,18.3,18.1,35,24.8,85,60.3
830,Sumner County,25,Gallatin Senior High School,English Learners,14,100,12.4,15.4,13.6,14.6,14.1,**,**,**,**
830,Sumner County,25,Gallatin Senior High School,Students with Disabilities,37,88,14,16.1,16.6,16.9,16,6,16.2,30,81.1
830,Sumner County,40,Hendersonville High School,All Students,336,100,22.9,21.5,23.4,22.1,22.6,205,61,88,26.2
830,Sumner County,40,Hendersonville High School,Black/Hispanic/Native American,70,100,19,18.4,19.3,18.5,18.9,22,31.4,36,51.4
830,Sumner County,40,Hendersonville High School,Economically Disadvantaged,45,100,19.2,18.5,20.4,19.5,19.5,19,42.2,21,46.7
830,Sumner County,40,Hendersonville High School,English Learners,3,*,*,*,*,*,*,*,*,*,*
830,Sumner County,40,Hendersonville High School,Students with Disabilities,35,100,15.4,16.4,16.6,16.9,16.5,6,17.1,27,77.1
830,Sumner County,53,Merrol Hyde Magnet School,All Students,53,100,31.5,27.8,32,29.6,30.4,**,**,**,**
830,Sumner County,53,Merrol Hyde Magnet School,Black/Hispanic/Native American,4,*,*,*,*,*,*,*,*,*,*
830,Sumner County,53,Merrol Hyde Magnet School,Economically Disadvantaged,2,*,*,*,*,*,*,*,*,*,*
830,Sumner County,53,Merrol Hyde Magnet School,Students with Disabilities,1,*,*,*,*,*,*,*,*,*,*
830,Sumner County,85,Portland High School,All Students,223,100,18.6,18.7,19.6,19.3,19.2,81,36.3,112,50.2
830,Sumner County,85,Portland High School,Black/Hispanic/Native American,34,100,17,18,19.1,17.8,18.2,9,26.5,22,64.7
830,Sumner County,85,Portland High School,Economically Disadvantaged,88,100,17.3,17.9,18.3,18.1,18.1,24,27.3,49,55.7
830,Sumner County,85,Portland High School,English Learners,4,*,*,*,*,*,*,*,*,*,*
830,Sumner County,85,Portland High School,Students with Disabilities,28,100,12.8,15.6,14.4,15.3,14.7,3,10.7,24,85.7
830,Sumner County,93,E B Wilson,All Students,37,97,18.1,17.4,20.2,19.5,18.9,14,37.8,19,51.4
830,Sumner County,93,E B Wilson,Black/Hispanic/Native American,4,*,*,*,*,*,*,*,*,*,*
830,Sumner County,93,E B Wilson,Economically Disadvantaged,5,*,*,*,*,*,*,*,*,*,*
830,Sumner County,93,E B Wilson,Students with Disabilities,0,*,*,*,*,*,*,*,*,*,*
830,Sumner County,102,Station Camp High School,All Students,360,100,21.4,20.7,22.8,21.4,21.7,207,57.5,105,29.2
830,Sumner County,102,Station Camp High School,Black/Hispanic/Native American,78,99,18.6,18.5,21,19.2,19.4,29,37.2,39,50
830,Sumner County,102,Station Camp High School,Economically Disadvantaged,42,100,17.6,17.6,20.5,18.5,18.7,12,28.6,25,59.5
830,Sumner County,102,Station Camp High School,English Learners,2,*,*,*,*,*,*,*,*,*,*
830,Sumner County,102,Station Camp High School,Students with Disabilities,36,100,14.8,16.1,16.9,16.1,16.2,6,16.7,29,80.6
830,Sumner County,120,Westmoreland High School,All Students,111,100,19.3,19.5,20.5,20.1,20,45,40.5,47,42.3
830,Sumner County,120,Westmoreland High School,Black/Hispanic/Native American,8,*,*,*,*,*,*,*,*,*,*
830,Sumner County,120,Westmoreland High School,Economically Disadvantaged,35,100,17.2,18.1,18.2,18.8,18.2,8,22.9,20,57.1
830,Sumner County,120,Westmoreland High School,Students with Disabilities,11,100,14.8,15.5,16.7,15.5,15.7,1,9.1,8,72.7
830,Sumner County,125,White House High School,All Students,196,100,20.3,19.4,21,20.3,20.4,92,46.9,71,36.2
830,Sumner County,125,White House High School,Black/Hispanic/Native American,22,100,17.8,17.3,17.8,17.7,17.7,7,31.8,13,59.1
830,Sumner County,125,White House High School,Economically Disadvantaged,38,100,17.2,17.7,18.3,19.1,18.3,11,28.9,20,52.6
830,Sumner County,125,White House High School,English Learners,2,*,*,*,*,*,*,*,*,*,*
830,Sumner County,125,White House High School,Students with Disabilities,27,100,14,15.2,14.7,15.5,14.9,2,7.4,23,85.2
830,Sumner County,155,Sumner County Middle College High School,All Students,46,100,25.8,23.5,26.9,24.4,25.3,**,**,**,**
830,Sumner County,155,Sumner County Middle College High School,Black/Hispanic/Native American,7,*,*,*,*,*,*,*,*,*,*
830,Sumner County,155,Sumner County Middle College High School,Economically Disadvantaged,11,100,26.3,24.5,29.2,25.4,26.5,**,**,**,**
830,Sumner County,155,Sumner County Middle College High School,English Learners,1,*,*,*,*,*,*,*,*,*,*
830,Sumner County,1010,Sumner County Middle Technical College High School at Portla,All Students,7,*,*,*,*,*,*,*,*,*,*
830,Sumner County,1010,Sumner County Middle Technical College High School at Portla,Economically Disadvantaged,2,*,*,*,*,*,*,*,*,*,*
830,Sumner County,1010,Sumner County Middle Technical College High School at Portla,Students with Disabilities,4,*,*,*,*,*,*,*,*,*,*
840,Tipton County,11,Brighton High School,All Students,277,98,20.9,19.9,20.6,20.6,20.6,123,44.4,113,40.8
840,Tipton County,11,Brighton High School,Black/Hispanic/Native American,60,94,17.7,17.7,17.6,18.7,18.1,17,28.3,36,60
840,Tipton County,11,Brighton High School,Economically Disadvantaged,66,96,17.6,17.4,17.6,18.4,18,13,19.7,41,62.1
840,Tipton County,11,Brighton High School,English Learners,1,*,*,*,*,*,*,*,*,*,*
840,Tipton County,11,Brighton High School,Students with Disabilities,12,67,13.3,16,13.4,16.3,15,**,**,**,**
840,Tipton County,15,Covington High School,All Students,173,99,19.4,19.1,18.6,19,19.2,58,33.5,90,52
840,Tipton County,15,Covington High School,Black/Hispanic/Native American,76,100,16.9,17.5,16.3,16.8,17,12,15.8,58,76.3
840,Tipton County,15,Covington High School,Economically Disadvantaged,84,100,17.1,17.5,17,17.3,17.4,17,20.2,60,71.4
840,Tipton County,15,Covington High School,Students with Disabilities,17,100,12.2,15,13.4,14.3,13.9,**,**,**,**
840,Tipton County,50,Munford High School,All Students,277,98,20.7,20.1,20.7,20.7,20.7,137,49.5,95,34.3
840,Tipton County,50,Munford High School,Black/Hispanic/Native American,58,98,17.6,17.6,17.6,18.7,18,12,20.7,34,58.6
840,Tipton County,50,Munford High School,Economically Disadvantaged,81,96,18.4,18.3,19,18.8,18.8,23,28.4,42,51.9
840,Tipton County,50,Munford High School,English Learners,2,*,*,*,*,*,*,*,*,*,*
840,Tipton County,50,Munford High School,Students with Disabilities,30,94,13.9,16.3,15.5,17,15.7,5,16.7,24,80
850,Trousdale County,10,Trousdale Co High School,All Students,82,100,19,19.9,20.1,20.5,20,35,42.7,32,39
850,Trousdale County,10,Trousdale Co High School,Black/Hispanic/Native American,16,100,17.3,18.8,19.3,18.9,18.7,6,37.5,8,50
850,Trousdale County,10,Trousdale Co High School,Economically Disadvantaged,35,100,17.1,18.7,17.9,18.7,18.3,9,25.7,21,60
850,Trousdale County,10,Trousdale Co High School,English Learners,1,*,*,*,*,*,*,*,*,*,*
